x,y,name,type,adm2code,adm1code,adm1_en,adm2_en,adm0code,adm0_en,total,male,female
-73.3687981,19.6944853,CLINIQUE MONT DES OLIVIERS,hospital,HT0933,HT09,North-West,Bombardopolis,HT,Haiti,36028,18505,17523
-72.4538993,19.7221067,CLINIQUE SAINT BERTIN,hospital,HT0352,HT03,North,Port-Margot,HT,Haiti,49879,25067,24812
-72.4789475,19.5945432,CMP Progressio,hospital,HT0371,HT03,North,Plaisance,HT,Haiti,69583,34467,35116
-72.4599013,19.2183828,CMPP,hospital,HT0541,HT05,Artibonite,Dessalines,HT,Haiti,181903,91578,90325
-74.040575,18.515266,CMS de Gébeau à Roseaux,hospital,HT0832,HT08,Grande'Anse,Roseaux,HT,Haiti,35756,18981,16775
-73.7776179,18.1930171,COLETTE,hospital,HT0711,HT07,South,Les Cayes,HT,Haiti,151696,74476,77220
-71.9962451,18.9252568,COMPLEXE MEDICO SOCIAL EDUCATIF DE CANGE,hospital,HT0613,HT06,Centre,Thomonde,HT,Haiti,61880,32370,29510
-72.2758921,18.5535522,COMPLEXE MEDICO-CHIRURGICAL DE SILO,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-73.892222,18.567222,CORAIL HOSPITAL CORAIL,hospital,HT0831,HT08,Grande'Anse,Corail,HT,Haiti,19566,10311,9255
-72.5339,18.235656,CRAAJ/Konesans Fanmi,hospital,HT0211,HT02,South-East,Jacmel,HT,Haiti,187253,92534,94719
-73.7498005,18.1951337,CROIX ROUGE HAITIENNE CAYES,hospital,HT0711,HT07,South,Les Cayes,HT,Haiti,151696,74476,77220
-73.2188832,18.2808819,CS Aquin,hospital,HT0731,HT07,South,Aquin,HT,Haiti,104216,53125,51091
-72.667,19.667,CS CAMPECHE,hospital,HT0521,HT05,Artibonite,Gros Morne,HT,Haiti,155692,78233,77459
-72.667,19.766,CS LA FOSSETTE,hospital,HT0521,HT05,Artibonite,Gros Morne,HT,Haiti,155692,78233,77459
-72.183933,18.539474,CSE,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.375645,19.5254997,CSL,hospital,HT0552,HT05,Artibonite,Marmelade,HT,Haiti,38057,19340,18717
-73.633,18.066,CSL ILE A VACHE,hospital,HT0716,HT07,South,Ile a Vache,HT,Haiti,15399,8277,7122
-71.853079,18.215464,CSL Sacré Coeur,hospital,HT0233,HT02,South-East,Thiotte,HT,Haiti,34925,17465,17460
-72.689355,19.310932,CSL St Pierre,hospital,HT0544,HT05,Artibonite,Desdunes,HT,Haiti,37027,18608,18419
-72.4639,19.753971,CSL de Port Margot,hospital,HT0352,HT03,North,Port-Margot,HT,Haiti,49879,25067,24812
-72.338205,18.544676,CSSH,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-73.6142412,18.3940219,CTC de l'hospital de Lumiere,hospital,HT0733,HT07,South,Cavaillon,HT,Haiti,48687,25648,23039
-72.216277,19.767277,Cap-Haitien Hospital Psychiatric,hospital,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-73.9056234,18.1173394,Carpentier,hospital,HT0721,HT07,South,Port-Salut,HT,Haiti,19098,10076,9022
-73.632535,18.342617,Cavaillon NDPS,hospital,HT0733,HT07,South,Cavaillon,HT,Haiti,48687,25648,23039
-72.459901,19.218382,Celio,hospital,HT0541,HT05,Artibonite,Dessalines,HT,Haiti,181903,91578,90325
-73.6967358,18.3455898,Centale De Sante De Clanard,hospital,HT0715,HT07,South,Maniche,HT,Haiti,23934,12787,11147
-73.7778185,18.3451443,Cente De Sante De Maniche,hospital,HT0715,HT07,South,Maniche,HT,Haiti,23934,12787,11147
-72.229715,18.5808583,Centre Anti-Tuberculose (Mission Mennonite en Haiti),clinic,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-74.306604,18.6495069,Centre Anti-Tuberculose Abricots,clinic,HT0812,HT08,Grande'Anse,Abricots,HT,Haiti,37675,19927,17748
-72.6987501,19.7156728,Centre Anti-Tuberculose Carnafice (Mission Mennonite en Haiti),clinic,HT0521,HT05,Artibonite,Gros Morne,HT,Haiti,155692,78233,77459
-72.2922608,18.98606,Centre De Psychiatrie Et De Neurologie Mars,hospital,HT0542,HT05,Artibonite,Petite Riviere de l'Artibonite,HT,Haiti,170740,85976,84764
-72.0892426,19.5835642,Centre De Sante de Sainte Suzanne,hospital,HT0432,HT04,North-East,Sainte Suzanne,HT,Haiti,28031,14585,13446
-72.2903579,18.5134418,Centre Fosref-LaKay Pétion-Ville,hospital,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-72.2711625,18.6504967,Centre Hospitalier,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.2878495,18.6156635,Centre Hospitalier Foyer Saint Camille,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.3351263,18.5449575,Centre Hospitalier Sainte-Marie,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.3067228,18.5505915,Centre Hospitalier de Delmas,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.5380112,18.2386231,Centre Hospitalier de Ristian Martinez,hospital,HT0211,HT02,South-East,Jacmel,HT,Haiti,187253,92534,94719
-72.337263,18.5355371,Centre Hospitalier de la Vie,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.3313709,18.537059,Centre Hospitalier du Sacré-Cœur (Hôpital CDTI),hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.533408,18.2357136,Centre Jeunes FOSREF,hospital,HT0211,HT02,South-East,Jacmel,HT,Haiti,187253,92534,94719
-72.3442013,18.5450675,Centre Maternité de la Grand Rue,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.2616582,18.6536583,Centre Materno Infantile et de récupération Nutritionnelle,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.3192505,18.5372333,Centre Materno-Chirurgical,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.5302087,18.7839936,Centre Medical Grann Guitonn,hospital,HT0141,HT01,West,Arcahaie,HT,Haiti,130306,65206,65100
-72.3265964,19.7049309,Centre Medical de Secours Chretien,hospital,HT0321,HT03,North,Acul du Nord,HT,Haiti,55908,28199,27709
-72.6977932,19.1114799,Centre Medicale Lascierie,hospital,HT0531,HT05,Artibonite,Saint-Marc,HT,Haiti,266642,129153,137489
-72.2307148,18.5782161,Centre Medico Social (sante pep),hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-71.7205013885499,19.5491885,Centre Medicosocial de Ouanaminthe,hospital,HT0421,HT04,North-East,Ouanaminthe,HT,Haiti,106129,52331,53798
-72.6826995,19.6686214,Centre Médical Denise Lecuyer,clinic,HT0521,HT05,Artibonite,Gros Morne,HT,Haiti,155692,78233,77459
-72.331158,18.5728838,Centre Médical Michael Bendiovani,hospital,HT0117,HT01,West,Cite Soleil,HT,Haiti,265072,129887,135185
-72.3556328,18.5293252,Centre Médico Social,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.2560542,18.6559645,Centre Médico-Pharma De Sainte Anne,clinic,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-73.0146453,18.8170512,Centre Médico-Social Populorum Progressio,hospital,HT0152,HT01,West,Pointe a Raquette,HT,Haiti,24518,12750,11768
-72.3409879,18.4932673,Centre Sante Mossanto Petit I,hospital,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-72.5240772,18.2964088,Centre a lits Christian Martinez,hospital,HT0211,HT02,South-East,Jacmel,HT,Haiti,187253,92534,94719
-72.3284969,18.574357,Centre chapi,hospital,HT0117,HT01,West,Cite Soleil,HT,Haiti,265072,129887,135185
-71.9986868,19.6466918,Centre d'Intervention Psychologique et Soin,clinic,HT0431,HT04,North-East,Trou du Nord,HT,Haiti,48931,24024,24907
-72.2996052023487,18.55511095,Centre de Référence des Urgences en Obstétrique (CRUO),hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.9307116,18.4204576,Centre de Sainte Rousseau Cesaire,hospital,HT0122,HT01,West,Petit-Goave,HT,Haiti,172965,87460,85505
-72.1884315,19.7303789,Centre de Sante Communautaire,hospital,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-72.1847864,19.7274049,Centre de Sante Communautaire de Nutrition et D'education Familiale Madeline,clinic,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-72.9446955,19.7178026,Centre de Sante Communautaire de Tente,hospital,HT0523,HT05,Artibonite,Anse Rouge,HT,Haiti,43395,21763,21632
-72.2849571,18.5268431,Centre de Sante Concordia,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.2236299,19.7287413,Centre de Sante Jehovah Shamah,clinic,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-72.2208441,19.7345168,Centre de Sante Merlin Medical Relief Lasling Health Care,hospital,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-72.3193673188197,19.6832058,Centre de Sante Notre Dame de la Nativite Acul-du-Nord,hospital,HT0321,HT03,North,Acul du Nord,HT,Haiti,55908,28199,27709
-71.9368703,19.574377900000002,Centre de Sante Notre-Dame de Lourdes de Grand-Bassin,hospital,HT0433,HT04,North-East,Terrier Rouge,HT,Haiti,30324,15283,15041
-72.2717729,18.5106869,Centre de Sante Rosemina de Diegue,hospital,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-71.952891,18.67478,Centre de Sante Saint Pierre,hospital,HT0134,HT01,West,Cornillon / Grand Bois,HT,Haiti,59660,30694,28966
-72.2524555,19.7183865,Centre de Sante St Francois de Sales,hospital,HT0322,HT03,North,Plaine du Nord,HT,Haiti,41255,20212,21043
-72.1403686,18.9191935,Centre de Sante St Michel,hospital,HT0623,HT06,Centre,Boucan Carre,HT,Haiti,56028,29159,26869
-72.316347,18.9138663,Centre de Sante St-Guillaume,hospital,HT0533,HT05,Artibonite,La Chapelle,HT,Haiti,31553,16059,15494
-72.6175787,19.8919497,Centre de Sante de Anse à Foleur,hospital,HT0922,HT09,North-West,Anse-a-Foleur,HT,Haiti,30217,15088,15129
-72.5725217,19.8078922,Centre de Sante de Bertrand Petit Bourg,hospital,HT0351,HT03,North,Borgne,HT,Haiti,66921,33332,33589
-71.9515504,18.6755232,Centre de Sante de Cornillon,hospital,HT0134,HT01,West,Cornillon / Grand Bois,HT,Haiti,59660,30694,28966
-72.6989202,19.1035499,Centre de Sante de Petit-Bois,hospital,HT0531,HT05,Artibonite,Saint-Marc,HT,Haiti,266642,129153,137489
-72.3048806,18.4180517,Centre de Santé AFE Neg Kombit Furcy,hospital,HT0115,HT01,West,Kenscoff,HT,Haiti,57434,28794,28640
-72.3470564,18.5285339,Centre de Santé APROCIPHA,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-73.8656231,18.3127007,Centre de Santé Camp Perrin,hospital,HT0714,HT07,South,Camp-Perrin,HT,Haiti,45043,23695,21348
-72.3386496,18.5257548,Centre de Santé Communautaire Triangle Uni-Santé,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.3235426,18.5578866,Centre de Santé Delmas #1,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.0194127,19.6483804,Centre de Santé Eben-Ezer,hospital,HT0434,HT04,North-East,Caracol,HT,Haiti,7714,4068,3646
-72.5095047,18.5085247,Centre de Santé FOSADEC,hospital,HT0116,HT01,West,Gressier,HT,Haiti,36453,18323,18130
-72.3478073,18.5279786,Centre de Santé Hospitalier,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.3438153,18.5398542,Centre de Santé Joseph Janvier,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-73.35,18.333,Centre de Santé Lucelia Bontemps,hospital,HT0731,HT07,South,Aquin,HT,Haiti,104216,53125,51091
-74.2780488,18.6477548,Centre de Santé Léon Coicou,hospital,HT0812,HT08,Grande'Anse,Abricots,HT,Haiti,37675,19927,17748
-73.6541915,18.0833329,Centre de Santé Madame Bernard,hospital,HT0716,HT07,South,Ile a Vache,HT,Haiti,15399,8277,7122
-72.3477697,18.52796,Centre de Santé Materno-Infantile et Nutrition N.D. Caridad,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-71.748498,19.187309,Centre de Santé Nan Cajou,hospital,HT0641,HT06,Centre,Cerca La Source,HT,Haiti,56532,28785,27747
-72.2677359,18.5324358,Centre de Santé Nazaréen,hospital,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-72.5131425,18.7714821,Centre de Santé Nicolas Armand,hospital,HT0141,HT01,West,Arcahaie,HT,Haiti,130306,65206,65100
-72.3100335,18.4159036,Centre de Santé Pasteur Roncourt,hospital,HT0115,HT01,West,Kenscoff,HT,Haiti,57434,28794,28640
-72.7382314,18.9979481,Centre de Santé Pierre Payen,hospital,HT0531,HT05,Artibonite,Saint-Marc,HT,Haiti,266642,129153,137489
-72.1161481,19.4704158,Centre de Santé Saint Joseph,hospital,HT0332,HT03,North,Bahon,HT,Haiti,23251,11763,11488
-72.1223297,19.6710831,Centre de Santé Saint-Charles,hospital,HT0313,HT03,North,Limonade,HT,Haiti,55145,27997,27148
-71.953481300000007,19.6368141,Centre de Santé Saint-Pierre de Terrier Rouge,hospital,HT0433,HT04,North-East,Terrier Rouge,HT,Haiti,30324,15283,15041
-72.0178965,19.6911855,Centre de Santé Sainte Elizabethe,clinic,HT0434,HT04,North-East,Caracol,HT,Haiti,7714,4068,3646
-73.7616591,18.2023579,Centre de Santé Siméon,hospital,HT0711,HT07,South,Les Cayes,HT,Haiti,151696,74476,77220
-72.3694827,18.5244889,Centre de Santé au Bon Secours de la Fondation Mission par la Foi Haïtienne,hospital,HT0113,HT01,West,Carrefour,HT,Haiti,511345,243112,268233
-71.9255851,19.2213707,Centre de Santé communautaire,hospital,HT0614,HT06,Centre,Cerca Carvajal,HT,Haiti,23254,11709,11545
-72.5093241,18.5083628,Centre de Santé de Alphonse,hospital,HT0116,HT01,West,Gressier,HT,Haiti,36453,18323,18130
-72.4189792,18.7361558,Centre de Santé de Cabaret,hospital,HT0142,HT01,West,Cabaret,HT,Haiti,68245,33888,34357
-72.3978668,18.2311147,Centre de Santé de Cayes-Jacmel,hospital,HT0213,HT02,South-East,Cayes-Jacmel,HT,Haiti,40348,19607,20741
-71.9416119689362,19.27056085,Centre de Santé de Cerca-Carvajal,hospital,HT0614,HT06,Centre,Cerca Carvajal,HT,Haiti,23254,11709,11545
-71.9416348,19.2705435,Centre de Santé de Cerca-Carvajal,hospital,HT0614,HT06,Centre,Cerca Carvajal,HT,Haiti,23254,11709,11545
-71.7898534,19.1629914,Centre de Santé de Cerca-la-Source,hospital,HT0641,HT06,Centre,Cerca La Source,HT,Haiti,56532,28785,27747
-72.509571,18.5084354,Centre de Santé de Christianville,hospital,HT0116,HT01,West,Gressier,HT,Haiti,36453,18323,18130
-72.2511716,18.6562226,Centre de Santé de Corail,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-74.2193116,18.3077809,Centre de Santé de Debauche,hospital,HT0752,HT07,South,Les Anglais,HT,Haiti,29891,15772,14119
-72.2446294,19.5266857,Centre de Santé de Dondon,hospital,HT0342,HT03,North,Dondon,HT,Haiti,34604,17638,16966
-71.8542369,18.3939292,Centre de Santé de Fonds-Verettes,hospital,HT0135,HT01,West,Fonds-Verrettes,HT,Haiti,50024,25391,24633
-71.8650654,18.3389755,Centre de Santé de Gros Cheval,hospital,HT0135,HT01,West,Fonds-Verrettes,HT,Haiti,50024,25391,24633
-72.2917016,18.5092127,Centre de Santé de Jalousie,hospital,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-72.1261064,19.669516,Centre de Santé de Limonade,hospital,HT0313,HT03,North,Limonade,HT,Haiti,55145,27997,27148
-71.6799044,19.1237295,Centre de Santé de Los Cacaos,hospital,HT0641,HT06,Centre,Cerca La Source,HT,Haiti,56532,28785,27747
-71.9400109,19.1415952,Centre de Santé de Los Palis,hospital,HT0611,HT06,Centre,Hinche,HT,Haiti,120867,61178,59689
-72.3601257,19.5167515,Centre de Santé de Marmelade,hospital,HT0552,HT05,Artibonite,Marmelade,HT,Haiti,38057,19340,18717
-71.7559225,19.6698626,Centre de Santé de Meillac,hospital,HT0412,HT04,North-East,Ferrier,HT,Haiti,14642,7526,7116
-72.3,18.517,Centre de Santé de Morne Hercule,hospital,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-72.1575781,19.6977428,Centre de Santé de Quartier Morin,hospital,HT0312,HT03,North,Quartier Morin,HT,Haiti,27359,13931,13428
-72.2005179,19.4409835,Centre de Santé de Saint Raphaël,hospital,HT0341,HT03,North,Saint-Raphael,HT,Haiti,53755,27147,26608
-72.2002164,19.4376807,Centre de Santé de Saint Raphaël,hospital,HT0341,HT03,North,Saint-Raphael,HT,Haiti,53755,27147,26608
-71.8218969,18.7449602,Centre de Santé de Savanette,hospital,HT0633,HT06,Centre,Savanette,HT,Haiti,36200,18402,17798
-72.3204457,18.6878433,Centre de Santé de St Christophe,clinic,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-71.8362088,19.0866461,Centre de Santé de Thomassique,hospital,HT0642,HT06,Centre,Thomassique,HT,Haiti,63224,31908,31316
-71.992937800000007,18.9995944,Centre de Santé de Thomonde,hospital,HT0613,HT06,Centre,Thomonde,HT,Haiti,61880,32370,29510
-72.0268822,19.6124122,Centre de Santé de Trou-du-Nord,hospital,HT0431,HT04,North-East,Trou du Nord,HT,Haiti,48931,24024,24907
-72.5962794,19.2030966,Centre de Santé de Villard,hospital,HT0541,HT05,Artibonite,Dessalines,HT,Haiti,181903,91578,90325
-72.3694912,18.5239291,Centre de Santé du Bon Samaritain,hospital,HT0113,HT01,West,Carrefour,HT,Haiti,511345,243112,268233
-72.1941764,19.7411151,Centre de Santé du Fort Saint Michel,hospital,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-72.3472913,18.5348538,Centre de Santé du Portail Léogane,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.3294775,18.544867,Centre de Santé la Providence,clinic,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-73.2224529,18.475638,Centre de Santé la Visitation Petite Rivière de Nippes,hospital,HT1012,HT10,Nippes,Petite Riviere de Nippes,HT,Haiti,28553,15056,13497
-72.2856983,18.5039168,Centre de Santé par la Foi,hospital,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-71.9838511,18.5161736,Centre de Santé pour la Famille,clinic,HT0133,HT01,West,Ganthier,HT,Haiti,62534,31413,31121
-72.9446267,19.7177485,Centre de Traitement Cholera,hospital,HT0523,HT05,Artibonite,Anse Rouge,HT,Haiti,43395,21763,21632
-72.3434024,18.526548,Centre de Traitement du Choléra,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.9597282,19.7767133,Centre de Traitement du Choléra,hospital,HT0911,HT09,North-West,Port-de-Paix,HT,Haiti,203975,98610,105365
-72.8647057,18.4336119,Centre de diagnostic medical,hospital,HT0122,HT01,West,Petit-Goave,HT,Haiti,172965,87460,85505
-72.2776157,18.5638737,Centre de le Sante de la Cathedral,clinic,HT0118,HT01,West,Tabarre,HT,Haiti,130283,61480,68803
-72.2805096,18.6033721,Centre de recherche de la medecine naturelle,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-73.7585859,18.1990029,Centre de sante Bel Kay,hospital,HT0711,HT07,South,Les Cayes,HT,Haiti,151696,74476,77220
-72.402641,18.2614284,Centre de sante Emmanuel Baptiste,hospital,HT0213,HT02,South-East,Cayes-Jacmel,HT,Haiti,40348,19607,20741
-72.2695487168392,18.6261903,Centre de sante Merlin,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.9799088,19.810352,Centre de sante Mission Chretienne Haiti,hospital,HT0911,HT09,North-West,Port-de-Paix,HT,Haiti,203975,98610,105365
-72.250373,18.6326165,Centre de sante Pasdec,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.1461193,19.6335293,Centre de sante Porte ouverte,hospital,HT0313,HT03,North,Limonade,HT,Haiti,55145,27997,27148
-72.6553388,19.9060451,Centre de sante Saint Joseph de Bonneau,hospital,HT0921,HT09,North-West,Saint-Louis du Nord,HT,Haiti,116350,56426,59924
-72.6152416,19.0669643,Centre de sante Saint-Michel,hospital,HT0531,HT05,Artibonite,Saint-Marc,HT,Haiti,266642,129153,137489
-72.6149667,19.0667717,Centre de sante Saint-Michel,clinic,HT0531,HT05,Artibonite,Saint-Marc,HT,Haiti,266642,129153,137489
-72.3019258,18.5428786,Centre de sante communautaire Ste Justine,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.8423484,19.9363086,Centre de sante communautaire des Trois Rivieres,hospital,HT0911,HT09,North-West,Port-de-Paix,HT,Haiti,203975,98610,105365
-72.2536853,18.521771,Centre de sante de Ste Claire de Freres,hospital,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-72.377297,18.7137843,Centre de sante de source Matelas,hospital,HT0142,HT01,West,Cabaret,HT,Haiti,68245,33888,34357
-72.3018513,18.5437102,Centre de sante exclusion evangelique mondiale,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.3362927,18.544667,Centre de santé,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.4438681,18.5407181,Centre de santé Bon Secours,hospital,HT0113,HT01,West,Carrefour,HT,Haiti,511345,243112,268233
-72.2817724,18.5553923,Centre de santé CDPS,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.2950375,18.5669518,Centre de santé Dieu qui donne,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.4121623,18.5286455,Centre de santé La main tendue,hospital,HT0113,HT01,West,Carrefour,HT,Haiti,511345,243112,268233
-72.226501,18.52359,Centre de santé Pernier,hospital,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-72.2414831,18.6718063,Centre de santé Saint Jude,clinic,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.3401055,18.5246555,Centre de santé Sainte Elizabeth,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.3328302,18.5541652,Centre de santé St Martin,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.3438882,18.5249074,Centre de santé UCPEDEC,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.343974,18.5242584,Centre de santé communautaire,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.2937326,18.5680046,Centre de santé communautaire,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.202607,18.516768,Centre de santé communautaire de Dumay,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-73.7535726,18.2011265,"Centre de santé communautaire, Community Health Center",hospital,HT0711,HT07,South,Les Cayes,HT,Haiti,151696,74476,77220
-71.964794,19.0176122,Centre de santé de Thomonde,hospital,HT0613,HT06,Centre,Thomonde,HT,Haiti,61880,32370,29510
-72.2256966,18.523028,Centre de santé et de nutrition Focomel,hospital,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-72.2398208,18.5461273,Centre de santé organisation room,hospital,HT0118,HT01,West,Tabarre,HT,Haiti,130283,61480,68803
-72.2665083078689,18.57005965,"Centre de soin Nap Kenbe, MSF",hospital,HT0118,HT01,West,Tabarre,HT,Haiti,130283,61480,68803
-72.276707,18.6043496,Centre diagnostique medical Guadeloupe,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.3114331,18.5524056,Centre du Vrai de l'Eglise de Dieu,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.2910715,18.531245,Centre hospitalier de Delmas,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.3127497,18.4858138,Centre medico social de Thomassin 25,hospital,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-72.3075243,18.5414505,Centre médico-populaire BAS FONDS PHILOMENE,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.2788828,18.6209816,Centre médico-social,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.3887547,18.5333444,Centre médico-social Antoine Lavoisier,hospital,HT0113,HT01,West,Carrefour,HT,Haiti,511345,243112,268233
-72.2914492,18.5096154,Centre médico-social J.M.P. annexte # 50,hospital,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-72.2826585756155,18.56472935,Centre médico-social PETIT PLACE CAZEAU,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.4131307,18.5321845,Centre philadelphie médicale et dentaire,hospital,HT0113,HT01,West,Carrefour,HT,Haiti,511345,243112,268233
-72.2942886,18.539094,Centre populaire MAHONAHIM,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.3350118,18.5390031,Cepoz Centre Espoir,hospital,HT0111,HT01,West,Port-au-Prince,HT,Haiti,987310,465840,521470
-72.6969371,19.8724822,Chaineau,hospital,HT0921,HT09,North-West,Saint-Louis du Nord,HT,Haiti,116350,56426,59924
-72.6968832,19.8723791,Chamoise,hospital,HT0921,HT09,North-West,Saint-Louis du Nord,HT,Haiti,116350,56426,59924
-72.7054517,19.7014772,Charbe,hospital,HT0521,HT05,Artibonite,Gros Morne,HT,Haiti,155692,78233,77459
-73.218883,18.280881,Charles Pasqua,hospital,HT0731,HT07,South,Aquin,HT,Haiti,104216,53125,51091
-74.237501,18.630669,Chemen La vi de Bonbon,hospital,HT0813,HT08,Grande'Anse,Bonbon,HT,Haiti,8610,4648,3962
-73.531349,18.282439,Cherette,hospital,HT0732,HT07,South,Saint louis du Sud,HT,Haiti,64924,33029,31895
-73.2004038,19.6927339,Citenne Rémy,hospital,HT0932,HT09,North-West,Baie de Henne,HT,Haiti,27283,14020,13263
-72.3000045,18.5499899,Citymed,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.3138115,18.5524153,Citymed,hospital,HT0112,HT01,West,Delmas,HT,Haiti,395260,187328,207932
-72.2856666,18.513256,Citymed Petion-Ville,hospital,HT0114,HT01,West,Petion-Ville,HT,Haiti,376834,182671,194163
-72.0871273,19.4204187,Clinic,clinic,HT0343,HT03,North,Ranquitte,HT,Haiti,27704,14204,13500
-72.2110138,19.7415385,Clinic Buco dentaire,clinic,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
-72.2714723651564,18.6579299,Clinic Center,hospital,HT0131,HT01,West,Croix-Des-Bouquets,HT,Haiti,249628,122332,127296
-72.1800145,19.7281757,Clinic Dentiste,clinic,HT0311,HT03,North,Cap-Haitien,HT,Haiti,274404,127501,146903
